time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2022-04-06 10:47:01.610 UTC, , , , , , , , , , , , , , , , , , ,589,3179493,1752,33176, , ,7,1,207,3,0.01, , , , , , , ,7,7, , ,1,2,2,9, ,278,49, , , , , , , , , , , , , ,378416,8, ,375791, , , , , ,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241987088, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,58,289,12,444,12,3,17, , ,3,14, , , ,58,1, , , , , , ,34801,61,3370,18, , , , ,1,22,2,9,121010800,-1, , , , , , ,124, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , ,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:54:58.643 UTC, , , , , , , , , , , , , , , , , , ,125,3167333,1752,21480, , ,4,2,79,4,0.05, , , , , , , ,4,4, ,4,2,2,1,6, ,68,20, , , , , , , , , , , , , ,383873,9, ,381898, , , , , ,2,2, , , , , ,47,1390, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649242498419, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,863812,135, , , , , , ,1,15,5,15,47657928,-1, , , , , , ,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:56:07.266 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3178501,1752,31960,224, ,7, ,115,3,0.03, , , , , , , ,7,7, , , ,2,2,9, ,172,15, , , , , , , , , , , , , ,383873,9, ,381898, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649242498419, , , , , , ,0, , , , , , , ,1649242567260,2908, , , ,13,3145728, , ,207,23,8896,8,13439,8,3,10, , ,3,11, , , ,23,1, , , , , , ,24091,26,2046,11, , , ,1,1,20,2,8,103963016,-1, , , , , , ,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , ,18, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2022-04-06 10:58:23.792 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3179669,1752,33128,224, ,7, ,19, , , , , , , , , ,7,7, , , ,2,2,9, ,28, , , , , , , , , , , , , , ,383873,9, ,381898, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649242498419, , , , , , ,0, , , , , , , ,1649242582781,2916, , , ,15,3145728, , ,207, ,15,4,30,4, ,4, , ,3,5, , , , ,1, , , , , , , , ,1084,4, , , ,1, , , , ,114290528,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:03:24.185 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3181717,1752,35176,224, ,7, ,33, , , , , , , , , ,7,7, , , ,2,2,9, ,52, , , , , , , , , , , , , , ,383873,9, ,381898, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649242498419, , , , , , ,0, , , , , , , ,1649242742677,2927, , , ,10,3145728, , ,207, ,8546,5,11558,5, ,6, , ,3,7, , , , ,1, , , , , , , , ,1328,6, , , ,1, , , , ,118007696,-1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:03:24.222 UTC, , , , , , , , , , , , , , , , , , ,589,3181493,1752,35176, , ,7, ,1, , , , , , , , , ,7,7, , , ,2,2,9, ,2, , , , , , , , , , , , , , ,383873,9, ,381898, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649242498419, , , , , , , , , , , , , , , , , , , , ,3145728, , ,40, ,15,1,16,1, ,1, , ,3,2, , , , ,1, , , , , , , , ,335,2, , , ,1, , , , ,122400440,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:18:20.375 UTC, , , , , , , , , , , , , , , , , , ,125,3167381,1752,21528, , ,4,1,85,4,0.05, , , , , , , ,4,4, ,4,1,2,1,6, ,75,21, , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , ,48,1437, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,878270,137, , , , , , ,1,16,5,15,47613024,-1, , , , , , ,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:19:20.388 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3182053,1752,35512,224, ,7,1,187,3,0.02, , , , , , , ,7,7, , ,1,2,2,9, ,274,21, , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649243956610,2972, , , ,44,3145728, , , ,30,136,18,322,18,3,23, , ,3,21, , , ,30,1, , , , , , ,27401,33,5124,24, , , , ,1,19,2,9,118092768,-1, , , , , , ,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, , ,30, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2022-04-06 11:20:20.410 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3186533,1752,39992,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244020078,3015, , , ,37,3145728, , , , ,26,18,274,18, ,25, , ,3,21, , , , ,1, , , , , , , , ,5521,25, , , , , , , , ,123281440,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:21:20.432 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3192037,1752,45496,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244077166,3056, , , ,43,3145728, , , , ,23,18,243,18, ,23, , ,3,22, , , , ,1, , , , , , , , ,5447,23, , , , , , , , ,128063856,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:22:20.458 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3196517,1752,49976,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244137504,3099, , , ,50,3145728, , , , ,31,18,279,18, ,25, , ,3,20, , , , ,1, , , , , , , , ,5521,25, , , , , , , , ,133846552,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:23:20.486 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3202021,1752,55480,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244197820,3147, , , ,54,3145728, , , , ,31,18,305,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , ,1,4,51049784,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:24:20.508 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3206501,1752,59960,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244258093,3193, , , ,45,3145728, , , , ,26,18,274,18, ,28, , ,3,22, , , , ,1, , , , , , , , ,5632,28, , , , , , , , ,57139120,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:25:20.524 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3212005,1752,65464,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244318380,3238, , , ,52,3145728, , , , ,19,18,301,18, ,27, , ,3,21, , , , ,1, , , , , , , , ,5595,27, , , , , , , , ,61066128,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:26:20.543 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3217517,1752,70976,224, ,8, ,111, , , , , , , , , ,8,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244378710,3286, , , ,53,3145728, , , , ,19,18,288,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,7910,30, , , , , , , , ,67196312,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:27:20.557 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3222077,1752,75536,224, ,8, ,110, , , , , , , , , ,8,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244438947,3334, , , ,53,3145728, , , , ,19,18,231,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,72574368,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:28:20.579 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3226637,1752,80096,224, ,8, ,110, , , , , , , , , ,8,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244499239,3382, , , ,52,3145728, , , , ,20,18,255,18, ,30, , ,3,20, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,76501496,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:29:20.589 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3232117,1752,85576,224, ,9, ,111, , , , , , , , , ,9,7, , , ,4,2,10, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244559522,3430, , , ,52,3145728, , , , ,35,18,289,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,7925,30, , , , , , , , ,85932176,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:30:20.598 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3237893,1752,91352,224, ,9, ,110, , , , , , , , , ,9,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244619801,3478, , , ,51,3145728, , , , ,17,18,222,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,91580568,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:31:20.614 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3243397,1752,96856,224, ,9, ,110, , , , , , , , , ,9,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244680050,3526, , , ,53,3145728, , , , ,17,18,196,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,96929952,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:32:20.623 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3247749,1752,101208,224, ,9, ,110, , , , , , , , , ,9,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244740339,3574, , , ,54,3145728, , , , ,16,18,207,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,102549368,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:33:20.636 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3253381,1752,106840,224, ,9, ,110, , , , , , , , , ,9,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244800544,3622, , , ,52,3145728, , , , ,17,18,206,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,107926864,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:34:20.652 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3257733,1752,111192,224, ,9, ,102, , , , , , , , , ,9,7, , , ,4,2,9, ,150, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244859328,3668, , , ,48,3145728, , , , ,16,17,157,17, ,29, , ,3,20, , , , ,1, , , , , , , , ,5371,29, , , , , , , , ,113546504,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:35:20.671 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3262213,1752,115672,224, ,9, ,110, , , , , , , , , ,9,7, , , ,4,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244919940,3716, , , ,44,3145728, , , , ,16,18,204,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,118694272,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:36:20.694 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3267013,1752,120472,224, ,10, ,111, , , , , , , , , ,10,7, , , ,5,2,10, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649244979430,3764, , , ,46,3145728, , , , ,33,18,311,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,7939,30, , , , , , , , ,124281416,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:37:20.711 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3272917,1752,126376,224, ,10, ,110, , , , , , , , , ,10,7, , , ,5,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649245039976,3812, , , ,45,3145728, , , , ,17,18,239,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,129161096,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:38:20.734 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3277397,1752,130856,224, ,10, ,110, , , , , , , , , ,10,7, , , ,5,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649245100480,3860, , , ,44,3145728, , , , ,34,18,277,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,136022576,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:39:20.748 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3282901,1752,136360,224, ,10, ,110, , , , , , , , , ,10,7, , , ,5,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649245157069,3907, , , ,57,3145728, , , , ,22,18,275,18, ,29, , ,3,21, , , , ,1, , , , , , , , ,5669,29, , , , , , , , ,142111440,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 11:40:20.772 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3287381,1752,140840,224, ,10, ,110, , , , , , , , , ,10,7, , , ,5,2,9, ,162, , , , , , , , , , , , , , ,390887,10, ,388778, , , , , ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649243900109, , , , , , ,0, , , , , , , ,1649245220534,3956, , , ,46,3145728, , , , ,16,18,224,18, ,31, , ,3,21, , , , ,1, , , , , , , , ,5743,31, , , , , , , , ,146519544,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
