time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2022-04-06 09:13:27.018 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3327341,1752,180800,224, ,11, ,110, , , , , , , , , ,11,7, , , ,6,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236406924,1798, , , ,52,3145728, , , , ,63,18,317,18, ,29, , ,3,21, , , , ,1, , , , , , , , ,5669,29, , , , , , , , ,142775160,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:14:27.032 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3332845,1752,186304,224, ,11, ,102, , , , , , , , , ,11,7, , , ,6,2,8, ,150, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236466751,1844, , , ,43,3145728, , , , ,16,17,218,17, ,29, , ,3,20, , , , ,1, , , , , , , , ,5371,29, , , , , , , , ,149201720,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:15:27.049 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3336749,1752,190208,224, ,12, ,111, , , , , , , , , ,12,7, , , ,7,2,9, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236526364,1892, , , ,45,3145728, , , , ,16,18,228,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,7967,30, , , , , , , , ,154514608,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:16:27.057 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3342525,1752,195984,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236586965,1940, , , ,43,3145728, , , , ,28,18,245,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,159580232,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:17:27.073 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3346877,1752,200336,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236646516,1988, , , ,46,3145728, , , , ,51,18,262,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,166585672,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:18:27.084 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3352509,1752,205968,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236707053,2036, , , ,45,3145728, , , , ,26,18,267,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,171898560,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:19:27.097 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3356861,1752,210320,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236766643,2084, , , ,49,3145728, , , , ,16,18,261,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,176174088,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:20:27.102 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3362493,1752,215952,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236823650,2131, , , ,48,3145728, , , , ,16,18,205,18, ,29, , ,3,21, , , , ,1, , , , , , , , ,5669,29, , , , , , , , ,184155528,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:21:27.118 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3366845,1752,220304,224, ,12, ,110, , , , , , , , , ,12,7, , , ,7,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236883847,2179, , , ,49,3145728, , , , ,16,18,238,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,189198016,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:22:27.129 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3371645,1752,225104,224, ,13, ,111, , , , , , , , , ,13,7, , , ,8,2,9, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649236944065,2227, , , ,48,3145728, , , , ,24,18,220,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,7981,30, , , , , , , , ,194263616,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:23:27.134 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3377549,1752,231008,224, ,13, ,110, , , , , , , , , ,13,7, , , ,8,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649237004330,2275, , , ,58,3145728, , , , ,36,18,266,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,200831112,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:24:27.150 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3382029,1752,235488,224, ,13, ,110, , , , , , , , , ,13,7, , , ,8,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649237064576,2323, , , ,58,3145728, , , , ,45,18,268,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,205369408,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:25:27.155 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3387533,1752,240992,224, ,13, ,110, , , , , , , , , ,13,7, , , ,8,2,8, ,162, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , ,0, , , , , , , ,1649237124900,2371, , , ,57,3145728, , , , ,71,18,340,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,210420832,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 09:26:10.620 UTC, , , , , , , , , , , , , , , , , , ,589,3390637,1752,244320, , ,13, ,82, , , , , , , , , ,13,7, , , ,8,2,8, ,122, , , , , , , , , , , , , , ,59594,4, ,57803, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649234606484, , , , , , , , , , , , , , , , , , , , ,3145728, , , , ,21,13,194,13, ,22, , ,3,16, , , , ,1, , , , , , , , ,4176,22, , , , , , , , ,224592352,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:36:21.292 UTC, , , , , , , , , , , , , , , , , , ,125,3167013,1752,21160, , ,4,1,64,4,0.06, , , , , , , ,4,4, ,4,1,2,1,6, ,59,16, , , , , , , , , , , , , ,317077,5, ,313310, , , , , ,63,63, , , , , ,39,1092, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241381048, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,730250,114, , , , , , ,1,16,5,15,46193104,-1, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:37:21.301 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3182661,1752,36120,224, ,7, ,1701,9,0.01, , , , , , , ,7,7, , , ,2,2,9, ,1792,774, , , , , , , , , , , , , ,317077,5, ,313310, , , , , ,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241381048, , , , , , ,0, , , , , , , ,1649241439102,2456, , , ,52,3145728, , , ,806,16,19,156,19,3,29, , ,3,22, , , ,806,1, , , , , ,20,306489,829,5643,30, , , , ,1,18,2,8,118032920,-1, , , , , , ,1581, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , ,1536, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2022-04-06 10:38:21.307 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3188293,1752,41752,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,317077,5, ,313310, , , , , ,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241381048, , , , , , ,0, , , , , , , ,1649241499296,2504, , , ,53,3145728, , , , ,25,18,189,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,122944544,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:39:21.319 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3192645,1752,46104,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,317077,5, ,313310, , , , , ,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241381048, , , , , , ,0, , , , , , , ,1649241559485,2552, , , ,53,3145728, , , , ,17,18,197,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,128348824,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:39:45.499 UTC, , , , , , , , , , , , , , , , , , ,589,3194725,1752,48408, , ,7, ,48, , , , , , , , , ,7,7, , , ,2,2,9, ,72, , , , , , , , , , , , , , ,317077,5, ,313310, , , , , ,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241381048, , , , , , , , , , , , , , , , , , , , ,3145728, , , , ,17,8,76,8, ,13, , ,3,10, , , , ,1, , , , , , , , ,2481,13, , , , , , ,1,3,27406088,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:40:15.064 UTC, , , , , , , , , , , , , , , , , , ,125,3167189,1752,21336, , ,4, ,69,4,0.06, , , , , , , ,4,4, ,4, ,2,1,6, ,58,17, , , , , , , , , , , , , ,339573,6, ,336725, , , , , ,6,6, , , , , ,42,1184, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241614837, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,777446,120, , , , , , ,1,16,5,15,47577016,-1, , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:41:15.085 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3181733,1752,35192,224, ,7,1,285,3,0.01, , , , , , , ,7,7, , ,1,2,2,9, ,376,66, , , , , , , , , , , , , ,339573,6, ,336725, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241614837, , , , , , ,0, , , , , , , ,1649241672830,2623, , , ,52,3145728, , , ,75,16,19,194,19,3,29, , ,3,22, , , ,75,1, , , , , , ,39062,78,5642,30, , , , ,1,18,2,8,118753008,-1, , , , , , ,165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , ,120, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2022-04-06 10:42:15.095 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3187365,1752,40824,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,339573,6, ,336725, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241614837, , , , , , ,0, , , , , , , ,1649241733037,2671, , , ,53,3145728, , , , ,15,18,173,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,124686176,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:43:15.101 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3191717,1752,45176,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,339573,6, ,336725, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241614837, , , , , , ,0, , , , , , , ,1649241793305,2719, , , ,50,3145728, , , , ,20,18,276,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,128636648,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:43:35.997 UTC, , , , , , , , , , , , , , , , , , ,589,3193797,1752,47480, , ,7, ,38, , , , , , , , , ,7,7, , , ,2,2,9, ,58, , , , , , , , , , , , , , ,339573,6, ,336725, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241614837, , , , , , , , , , , , , , , , , , , , ,3145728, , , , ,16,6,72,6, ,10, , ,3,8, , , , ,1, , , , , , , , ,1902,10, , , , , , ,1,4,27582608,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:43:46.501 UTC, , , , , , , , , , , , , , , , , , ,125,3167237,1752,21384, , ,4,1,74,4,0.05, , , , , , , ,4,4, ,4,1,2,1,6, ,63,18, , , , , , , , , , , , , ,361477,7, ,358641, , , , , ,-1,-1, , , , , ,45,1274, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241826284, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,828763,128, , , , , , ,1,18,5,17,47847704,-1, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:44:46.524 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3181813,1752,35272,224, ,7, ,281,3,0.01, , , , , , , ,7,7, , , ,2,2,9, ,372,64, , , , , , , , , , , , , ,361477,7, ,358641, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241826284, , , , , , ,0, , , , , , , ,1649241884733,2785, , , ,50,3145728, , , ,72,242,19,474,19,3,29, , ,3,22, , , ,72,1, , , , , , ,36553,75,5643,30, , , , ,1,19,2,7,118158208,-1, , , , , , ,161, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , ,116, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2022-04-06 10:45:46.532 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3187445,1752,40904,224, ,7, ,110, , , , , , , , , ,7,7, , , ,2,2,9, ,162, , , , , , , , , , , , , , ,361477,7, ,358641, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241826284, , , , , , ,0, , , , , , , ,1649241945009,2833, , , ,50,3145728, , , , ,16,18,279,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,5706,30, , , , , , , , ,125031192,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:46:16.051 UTC, , , , , , , , , , , , , , , , , , ,589,3189397,1752,43080, , ,7, ,56, , , , , , , , , ,7,7, , , ,2,2,9, ,84, , , , , , , , , , , , , , ,361477,7, ,358641, , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241826284, , , , , , , , , , , , , , , , , , , , ,3145728, , , , ,16,9,144,9, ,15, , ,3,11, , , , ,1, , , , , , , , ,2853,15, , , , , , , , ,132304568,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-04-06 10:46:27.355 UTC, , , , , , , , , , , , , , , , , , ,125,3167285,1752,21432, , ,4, ,79,4,0.05, , , , , , , ,4,4, ,4, ,2,1,6, ,68,19, , , , , , , , , , , , , ,378416,8, ,375791, , , , , ,-1,-1, , , , , ,47,1349, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1649241987088, , , , , , , , , , , , , , , , , , , , ,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,859602,132, , , , , , ,1,19,5,16,46345368,-1, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
